"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
178904,CORPUS CHRISTI ISD,178904127,OAK PARK SPECIAL EMPHASIS SCHOOL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,517,0.963,0.116,D,69,F,58,C,70,C,70,D,63,D,68,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904130,SANDERS EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,311,0.833,0.045,B,82,D,67,B,86,B,86,C,72,C,74,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904132,SCHANEN ESTATES EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,398,0.872,0.055,B,82,C,76,B,84,C,75,B,84,C,78,,,Earned,Earned,Not Earned,,Not Earned,Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904134,SMITH EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,421,0.819,0.074,B,83,C,76,B,84,C,78,B,84,C,79,,,Not Earned,Earned,Earned,,Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904136,TRAVIS EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,405,0.983,0.037,D,69,F,58,D,69,D,69,D,63,C,71,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904138,CALK-WILSON EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,689,0.846,0.078,C,77,C,72,C,79,D,69,C,79,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904139,WINDSOR PARK G/T,REGION 02: CORPUS CHRISTI,NUECES,Elementary,01 - 05,No,No,609,0.294,0.043,A,97,A,98,A,97,A,95,A,97,A,96,,,Earned,Earned,Earned,,Earned,Earned,Earned,27,27,32,32,20,20,SELECTIVE ENRL SCHL-SPCL PGM-BASED
178904,CORPUS CHRISTI ISD,178904140,WOODLAWN EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,313,0.85,0.054,C,76,C,71,C,77,C,74,C,77,C,72,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904141,YEAGER EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,281,0.883,0.093,C,73,D,65,C,74,C,74,C,72,C,70,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904142,ZAVALA EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,429,0.977,0.2,D,67,F,56,D,68,D,68,F,58,D,64,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904146,CLUB ESTATES,REGION 02: CORPUS CHRISTI,NUECES,Elementary,KG - 05,No,No,369,0.696,0.038,B,82,C,78,B,84,C,75,B,84,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904148,MOORE EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,501,0.9,0.136,C,79,C,72,B,80,C,78,B,80,C,77,,,Earned,Not Earned,Earned,,Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904149,MIRELES EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,607,0.425,0.041,B,88,B,88,B,82,B,82,B,82,B,89,,,Earned,Not Earned,Not Earned,,Earned,Earned,Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904150,GALVAN EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,511,0.808,0.08,C,78,C,73,B,80,C,73,B,80,C,72,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904151,JONES EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,549,0.619,0.051,B,80,C,77,B,81,C,74,B,81,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904152,BARNES EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,657,0.556,0.053,A,92,B,86,A,92,A,92,B,85,A,92,,,Not Earned,Earned,Not Earned,,Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904153,EARLY CHILDHOOD DEVELOPMENT CTR,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - PK,No,No,137,0.672,0.102,A,92,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,20,20,SELECTIVE ENROL SCHL-CRITERIA-BASED
178904,CORPUS CHRISTI ISD,178904154,DAWSON EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,479,0.635,0.04,B,84,C,79,B,83,B,83,B,83,B,86,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904157,FAYE WEBB EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,706,0.52,0.086,B,85,B,85,B,85,B,85,B,84,B,86,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,27,27,32,32,20,20,COMBINED ENROLLMENT TYPE SCHOOL
178904,CORPUS CHRISTI ISD,178904158,KOLDA EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,874,0.365,0.047,A,91,A,91,B,87,B,87,B,85,A,92,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178905,DRISCOLL ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,284,0.926,0.046,B,89,B,80,B,89,B,85,B,89,B,88,,,,,,,,,,,,,,,,
178905,DRISCOLL ISD,178905041,DRISCOLL EL & MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 08,No,No,284,0.926,0.046,B,89,B,80,B,89,B,85,B,89,B,88,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,27,27,34,34,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178906,LONDON ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,1576,0.174,0.015,A,92,A,91,B,87,B,87,B,81,A,95,,,,,,,,,Not Earned,,,,,,,
178906,LONDON ISD,178906001,LONDON H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,No,507,0.181,0.008,A,91,B,88,B,88,B,88,B,80,A,98,,,Earned,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,27,27,32,32,27,27,COMBINED ENROLLMENT TYPE SCHOOL
178906,LONDON ISD,178906041,LONDON MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,No,393,0.142,0.013,A,94,A,94,A,91,A,91,B,88,A,94,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,27,27,32,32,27,27,COMBINED ENROLLMENT TYPE SCHOOL
178906,LONDON ISD,178906101,LONDON EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 02,No,No,344,0.198,0.02,A,91,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,27,27,COMBINED ENROLLMENT TYPE SCHOOL
178906,LONDON ISD,178906103,LONDON INT,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03 - 05,No,No,332,0.178,0.024,A,91,A,91,C,79,C,79,C,73,A,92,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Not Earned,27,27,32,32,27,27,COMBINED ENROLLMENT TYPE SCHOOL
178908,PORT ARANSAS ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,545,0.284,0.02,A,90,A,91,B,84,C,78,B,84,B,89,,,,,,,,,Not Earned,,,,,,,
178908,PORT ARANSAS ISD,178908001,PORT ARANSAS H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,No,204,0.191,0.01,A,95,A,94,B,89,B,80,B,89,A,97,,,Not Earned,Earned,Not Earned,Earned,Not Earned,Earned,Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178908,PORT ARANSAS ISD,178908041,BRUNDRETT MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,No,115,0.313,0,A,90,A,90,B,85,B,85,B,82,A,90,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,Not Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178908,PORT ARANSAS ISD,178908101,OLSEN EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,226,0.354,0.04,B,81,B,86,C,77,D,68,C,77,C,70,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,2541,0.91,0.039,D,66,D,64,D,67,D,65,D,67,D,65,,,,,,,,,Not Earned,,,,,,,
178909,ROBSTOWN ISD,178909001,ROBSTOWN EARLY COLLEGE H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,No,741,0.896,0.035,C,73,C,74,C,76,C,70,C,76,D,65,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909005,SALAZAR CROSSROADS ACADEMY,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,Yes,No,17,0.941,0,D,65,F,57,D,65,Not Rated,.,D,65,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909041,SEALE J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,No,521,0.896,0.05,F,59,F,55,F,59,F,59,F,59,D,65,Targeted Support,true,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909101,SAN PEDRO FINE ARTS ACADEMY,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,254,0.925,0.031,D,68,F,56,D,69,D,69,F,59,D,64,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909103,LOTSPEICH LEADERSHIP ACADEMY,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,348,0.945,0.037,D,69,F,55,C,70,C,70,F,57,D,67,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909105,ROBERT DRISCOLL JR STEM ACADEMY,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,660,0.912,0.039,D,67,D,62,D,69,F,57,D,69,D,61,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178912,TULOSO-MIDWAY ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,3647,0.65,0.081,B,81,C,79,B,82,C,72,B,82,C,77,,,,,,,,,Not Earned,,,,,,,
178912,TULOSO-MIDWAY ISD,178912001,TULOSO-MIDWAY H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,No,1062,0.573,0.06,C,79,B,81,B,82,D,64,B,82,C,72,,,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178912,TULOSO-MIDWAY ISD,178912002,TULOSO-MIDWAY ACADEMIC CAREER CENTER,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,No,39,0.795,0.103,F,51,F,55,F,45,Not Rated,.,F,45,F,41,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,Not Earned,,,Not Earned,27,27,34,34,20,20,SELECTIVE ENROL SCHL-CRITERIA-BASED
178912,TULOSO-MIDWAY ISD,178912041,TULOSO-MIDWAY MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,No,801,0.643,0.099,A,90,B,84,A,90,B,82,A,90,A,91,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178912,TULOSO-MIDWAY ISD,178912101,TULOSO-MIDWAY PRI,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 02,No,No,855,0.74,0.076,C,76,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178912,TULOSO-MIDWAY ISD,178912104,TULOSO-MIDWAY INT,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03 - 05,No,No,890,0.657,0.092,C,76,C,74,C,77,C,73,C,77,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178913,BANQUETE ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,843,0.726,0.027,C,79,C,78,B,82,C,70,B,82,C,71,,,,,,,,,Earned,,,,,,,
178913,BANQUETE ISD,178913001,BANQUETE H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,No,275,0.676,0.029,B,80,B,81,B,82,D,69,B,82,C,76,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,27,27,34,34,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178913,BANQUETE ISD,178913041,BANQUETE J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,No,186,0.806,0.032,B,84,C,78,B,88,C,73,B,88,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,27,27,34,34,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178913,BANQUETE ISD,178913101,BANQUETE EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,382,0.723,0.024,C,72,C,72,C,77,D,69,C,77,F,59,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,5706,0.488,0.034,B,80,B,81,B,83,C,78,B,83,C,73,,,,,,,,,Not Earned,,,,,,,
178914,FLOUR BLUFF ISD,178914001,FLOUR BLUFF H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,No,1958,0.405,0.015,C,76,C,74,B,82,B,82,C,78,D,61,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914004,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,10 - 10,No,No,2,0,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,27,27,SPECIAL ASSIGNMENT SCHOOL
178914,FLOUR BLUFF ISD,178914041,FLOUR BLUFF J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,07 - 08,No,No,919,0.461,0.03,A,91,A,90,A,90,B,87,A,90,A,92,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914101,FLOUR BLUFF EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03 - 04,No,No,759,0.53,0.051,C,78,B,80,B,81,D,65,B,81,C,70,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914103,FLOUR BLUFF PRI,REGION 02: CORPUS CHRISTI,NUECES,Elementary,01 - 02,No,No,738,0.556,0.049,C,78,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914105,FLOUR BLUFF INT,REGION 02: CORPUS CHRISTI,NUECES,Middle School,05 - 06,No,No,837,0.515,0.041,B,87,B,87,B,89,C,73,B,89,B,81,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Earned,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914106,EARLY CHILDHOOD CENTER,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - KG,No,No,493,0.655,0.051,C,78,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,1925,0.904,0.091,D,68,D,67,C,72,D,64,C,72,F,59,,,,,,,,,Not Earned,,,,,,,
178915,WEST OSO ISD,178915001,WEST OSO H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,No,575,0.875,0.085,D,65,D,69,C,71,D,64,C,71,F,52,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915002,WEST OSO ISD JJAEP,REGION 02: CORPUS CHRISTI,NUECES,Middle School,08 - 08,No,No,2,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,SPECIAL ASSIGNMENT SCHOOL
178915,WEST OSO ISD,178915041,WEST OSO J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,No,434,0.834,0.108,C,76,D,69,C,77,D,69,C,77,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915102,KENNEDY EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 02,No,No,541,0.965,0.085,D,65,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915104,WEST OSO EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03 - 05,No,No,373,0.941,0.091,D,65,D,60,D,69,F,58,D,69,F,56,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,,,REGION 16: AMARILLO,OCHILTREE,District,,No,No,1999,0.615,0.348,B,82,B,81,B,83,C,73,B,83,B,81,,,,,,,,,Not Earned,,,,,,,
179901,PERRYTON ISD,179901001,PERRYTON H S,REGION 16: AMARILLO,OCHILTREE,High School,09 - 12,No,No,620,0.565,0.242,B,83,B,81,B,81,B,81,B,81,B,88,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,Not Earned,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901002,LUDI PENA MARTIN ACCELERATED EDUCATION CENTER,REGION 16: AMARILLO,OCHILTREE,High School,09 - 12,Yes,No,16,0.625,0.25,C,75,C,75,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901041,PERRYTON J H,REGION 16: AMARILLO,OCHILTREE,Middle School,06 - 08,No,No,435,0.577,0.331,B,81,B,82,B,85,D,64,B,85,C,72,,,Not Earned,Earned,Earned,Earned,Not Earned,Not Earned,Earned,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901101,PERRYTON KINDER,REGION 16: AMARILLO,OCHILTREE,Elementary,EE - KG,No,No,193,0.684,0.565,B,88,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901102,JAMES L WRIGHT EL,REGION 16: AMARILLO,OCHILTREE,Elementary,01 - 03,No,No,470,0.674,0.389,B,88,B,82,B,86,Not Rated,.,B,86,A,92,,,Earned,Not Earned,,,,Earned,Earned,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901103,EDWIN F WILLIAMS INT,REGION 16: AMARILLO,OCHILTREE,Elementary,04 - 05,No,No,265,0.642,0.4,B,81,C,78,B,83,C,70,B,83,C,75,,,Not Earned,Earned,Earned,,Not Earned,Not Earned,Not Earned,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,164,0.652,0.037,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,,,,,,,
180901,BOYS RANCH ISD,180901001,BOYS RANCH H S,REGION 16: AMARILLO,OLDHAM,High School,09 - 12,Yes,No,98,0.878,0.02,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,180901041,BLAKEMORE MIDDLE,REGION 16: AMARILLO,OLDHAM,Middle School,06 - 08,Yes,No,31,0.645,0.097,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,180901101,MIMI FARLEY EL,REGION 16: AMARILLO,OLDHAM,Elementary,KG - 05,No,No,35,0.029,0.029,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,370,0.268,0.057,A,93,A,93,B,85,C,79,B,85,A,92,,,,,,,,,Earned,,,,,,,
180902,VEGA ISD,180902001,VEGA H S,REGION 16: AMARILLO,OLDHAM,High School,09 - 12,No,No,115,0.191,0.043,A,95,A,94,B,85,D,69,B,85,A,97,,,Not Earned,Earned,Not Earned,Earned,Not Earned,Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,180902041,VEGA J H,REGION 16: AMARILLO,OLDHAM,Middle School,05 - 08,No,No,111,0.243,0.09,A,92,A,92,A,92,A,92,B,83,A,93,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,180902101,VEGA EL,REGION 16: AMARILLO,OLDHAM,Elementary,PK - 04,No,No,144,0.347,0.042,A,90,A,93,A,91,C,76,A,91,B,82,,,Earned,Earned,,,Not Earned,Not Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180903,ADRIAN ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,120,0.65,0.058,A,90,B,88,B,87,B,81,B,87,A,93,,,,,,,,,,,,,,,,
180903,ADRIAN ISD,180903001,ADRIAN SCHOOL,REGION 16: AMARILLO,OLDHAM,Elem/Secondary,PK - 12,No,No,120,0.65,0.058,A,90,B,88,B,87,B,81,B,87,A,93,,,Not Earned,Not Earned,Earned,Earned,Earned,Earned,Not Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180904,WILDORADO ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,232,0.25,0.004,B,85,B,89,C,79,D,67,C,79,C,76,,,,,,,,,,,,,,,,
180904,WILDORADO ISD,180904101,WILDORADO SCHOOL,REGION 16: AMARILLO,OLDHAM,Elem/Secondary,PK - 12,No,No,232,0.25,0.004,B,85,B,89,C,79,D,67,C,79,C,76,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,3125,0.419,0.076,C,74,C,77,C,71,C,70,C,71,D,66,,,,,,,,,Not Earned,,,,,,,
181901,BRIDGE CITY ISD,181901001,BRIDGE CITY H S,REGION 05: BEAUMONT,ORANGE,High School,09 - 12,No,No,892,0.336,0.041,C,74,C,75,C,75,C,75,C,70,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
